"Id",Channel,XY,Z,Time,"Tags","Shape","Name",red blob intensity measurements / TotalIntensity,red blob intensity measurements / MinIntensity,red blob intensity measurements / MedianIntensity,red blob intensity measurements / MeanIntensity,red blob intensity measurements / MaxIntensity,red blob intensity measurements / 75thPercentileIntensity,red blob intensity measurements / 25thPercentileIntensity,green blob intensity measurements / TotalIntensity,green blob intensity measurements / MinIntensity,green blob intensity measurements / MedianIntensity,green blob intensity measurements / MeanIntensity,green blob intensity measurements / MaxIntensity,green blob intensity measurements / 75thPercentileIntensity,green blob intensity measurements / 25thPercentileIntensity,green red two color intensity / Channel 2 / MedianIntensity,green red two color intensity / Channel 2 / MeanColonyIntensity,green red two color intensity / Channel 2 / 75thPercentileIntensity,green red two color intensity / Channel 2 / 40thPercentileIntensity,green red two color intensity / Channel 2 / 25thPercentileIntensity,green red two color intensity / Channel 1 / MedianIntensity,green red two color intensity / Channel 1 / MeanColonyIntensity,green red two color intensity / Channel 1 / 75thPercentileIntensity,green red two color intensity / Channel 1 / 40thPercentileIntensity,green red two color intensity / Channel 1 / 25thPercentileIntensity,red annulus intensity measurements / TotalIntensity,red annulus intensity measurements / MinIntensity,red annulus intensity measurements / MedianIntensity,red annulus intensity measurements / MeanIntensity,red annulus intensity measurements / MaxIntensity,red annulus intensity measurements / 75thPercentileIntensity,red annulus intensity measurements / 25thPercentileIntensity,green annulus intensity measurements / TotalIntensity,green annulus intensity measurements / MinIntensity,green annulus intensity measurements / MedianIntensity,green annulus intensity measurements / MeanIntensity,green annulus intensity measurements / MaxIntensity,green annulus intensity measurements / 75thPercentileIntensity,green annulus intensity measurements / 25thPercentileIntensity,colony Blob Parent and child / parentId,colony Blob Parent and child / childId,colony Blob Parent and child / annotationId
"6675e7fdefb2f5d02e2c15d2",0,1,1,12,"green blob, line, colony","polygon","",35204,25,49,50.36337625178827,88,61,39,301641,362,421,431.53218884120173,691,449,396,49,60.5859375,61,46,39,421,463.0729166666667,449,410,396,56275,23,27,30.07749866381614,78,33,26,705894,358,369,377.28166755745593,612,383,365,-,-,-
"6675e7fdefb2f5d02e2c15d3",0,1,1,11,"green blob, line, colony","polygon","",154179,23,33,41.202298236237304,187,50,27,1279350,293,316.5,341.88936397648314,848,362,301,33,54.47490946714951,50,29,27,316.5,379.4076564924987,362,306,301,75607,22,26,26.659732016925247,51,27,25,855824,292,300,301.77150916784205,452,303,298,-,-,-
"6675e7fdefb2f5d02e2c15d4",0,1,1,11,"green blob, line, colony","polygon","",518311,22,28,30.505032075804838,163,32,26,5877186,295,333,345.899947030781,734,369,311,28,34.37645564260004,32,27,26,333,372.52868939233537,369,324,311,195178,21,26,26.4576386064796,65,27,25,2316928,294,308,314.0745560525959,473,315,304,-,-,-
"6675e7fdefb2f5d02e2c15d5",0,1,1,10,"green blob, line, colony","polygon","",52393,25,67,70.3261744966443,150,89,45,312794,317,416,419.8577181208054,585,468,358,67,93.60411311053984,89,58,45,416,475.39845758354755,468,389.6,358,47505,22,26,27.699708454810494,65,28,25,550395,308,317,320.93002915451893,424,320,315,-,-,-
"6675e7fdefb2f5d02e2c15d6",0,1,1,10,"green blob, line, colony","polygon","",320111,21,27,29.822153903484256,142,32,25,3781691,311,340,352.309577044904,621,373,323,27,33.95866780529462,32,26,25,340,376.19914602903503,373,332,323,143514,22,25,26.745061498322773,96,27,24,1794434,309,322,334.4081252329482,486,336,317,-,-,-
"6675e7fdefb2f5d02e2c15d7",0,1,1,9,"green blob, line, colony","polygon","",73607,21,32,32.01696389734667,49,35,28,934337,335,407,406.410178338408,512,434,378,32,35.40428790199081,35,31,28,407,432.1753445635528,434,397,378,63551,20,25,26.002864157119475,53,26,24,855199,334,343,349.91775777414074,552,348,340,-,-,-
"6675e7fdefb2f5d02e2c15d8",0,1,1,9,"green blob, line, colony","polygon","",73611,26,78,76.59833506763788,157,97,52,437097,341,456,454.8355879292404,632,504,397,78,98.02087286527514,97,69,52,456,505.10626185958256,504,432,397,44849,22,26,27.58241082410824,62,28,25,560997,334,343,345.01660516605165,399,346,340,-,-,-
"6675e7fdefb2f5d02e2c15d9",0,1,1,8,"green blob, line, colony","polygon","",60924,24,49,57.857549857549856,167,72,32,473876,370,430,450.0246913580247,749,486,390,49,78.98046181172292,72,42,32,430,500.01953818827707,486,412,390,45879,23,26,26.504332755632582,70,27,25,650098,364,374,375.5621028307337,463,377,372,-,-,-
"6675e7fdefb2f5d02e2c15da",0,1,1,8,"green blob, line, colony","polygon","",119212,21,27,31.654806160382368,178,33,25,1549163,368,399,411.3550185873606,601,436,378,27,37.610702012763866,33,26,25,399,438.2233676975945,436,387,378,78672,21,24,26.488888888888887,104,25,24,1130271,365,376,380.5626262626263,550,380,374,-,-,-
"6675e7fdefb2f5d02e2c15db",0,1,1,7,"green blob, line, colony","polygon","",113707,22,28,32.64628194085559,132,34,25,1238249,318,344,355.5122021246052,523,370,328,28,39.277927684835404,34,27,25,344,379.18186724230975,370,334,328,73386,21,25,26.52186483556198,63,26,24,915230,313,327,330.76617275027104,442,331,323,-,-,-
"6675e7fdefb2f5d02e2c15dc",0,1,1,7,"green blob, line, colony","polygon","",20186,22,30.5,37.943609022556394,79,48,25,185582,305,325,348.8383458646617,458,380,312,30.5,49.473118279569896,48,27,25,325,381.3799283154122,380,317,312,33142,21,24,24.459040590405905,40,25,23,421321,302,310,310.9380073800738,349,312,308,-,-,-
"6675e7fdefb2f5d02e2c15dd",0,1,1,6,"green blob, line, colony","polygon","",99854,22,28,29.70961023504909,56,33,25,1311880,342,373,390.32430824159474,585,412,353,28,33.877739331026525,33,26,25,373,423.76066897347175,412,363,353,78223,21,25,27.52392681210415,140,26,24,1007008,338,350,354.3307529908515,537,354,347,-,-,-
"6675e7fdefb2f5d02e2c15de",0,1,1,6,"green blob, line, colony","polygon","",20440,23,34,40.07843137254902,87,50,27,191747,335,362,375.9745098039216,477,401.75,343,34,52.43076923076923,50,30,27,362,406.2346153846154,401.75,352,343,37714,22,25,24.714285714285715,36,25,24,516643,330,338,338.56028833551767,358,340,337,-,-,-
"6675e7fdefb2f5d02e2c15df",0,1,1,5,"green blob, line, colony","polygon","",71552,21,26,27.971853010164192,49,30,24,1033031,370,390,403.8432369038311,540,416,380,26,31.11619462599855,30,25,24,390,423.8438634713145,416,384,380,63952,21,24,25.61153384060873,74,25,24,959407,369,380,384.22386864237086,546,383,377,-,-,-
"6675e7fdefb2f5d02e2c15e0",0,1,1,5,"green blob, line, colony","polygon","",12811,23,43.5,66.0360824742268,229,87,28,76214,364,380.5,392.8556701030928,489,404,370,43.5,92.1842105263158,87,34,28,380.5,409.12280701754383,404,374,370,22050,22,24,24.364640883977902,49,25,23,332749,361,367,367.67845303867404,385,369,366,-,-,-
"6675e7fdefb2f5d02e2c15e1",0,1,1,4,"green blob, line, colony","polygon","",38209,23,29,30.689959839357428,50,34,26,449477,325,350,361.02570281124497,470,378,336,29,34.921779141104295,34,27,26,350,383.0260736196319,378,344,336,47266,21,25,25.856673960612692,45,26,24,612287,322,331,334.949124726477,446,334,329,-,-,-
"6675e7fdefb2f5d02e2c15e2",0,1,1,4,"green blob, line, colony","polygon","",23209,22,26,38.941275167785236,272,32,25,195587,315,321,328.1661073825503,461,325,319,26,54.055363321799305,32,25,25,321,337.7647058823529,325,320,319,30861,22,25,24.76805778491172,40,25,24,398688,313,320,319.9743178170144,336,321,319,-,-,-
"6675e7fdefb2f5d02e2c15e3",0,1,1,3,"green blob, line, colony","polygon","",9428,22,42,43.44700460829493,70,53,34,90713,350,413,418.03225806451616,505,449,385,42,52.78333333333333,53,38,34,413,449.275,449,399.4,385,32238,23,25,27.960104076322637,65,27,25,420187,348,356,364.42931483087597,498,359,354,-,-,-
"6675e7fdefb2f5d02e2c15e4",0,1,1,3,"green blob, line, colony","polygon","",14845,23,28,47.42811501597444,167,53,26,112426,342,349,359.1884984025559,431,364,346,28,66.13609467455622,53,27,26,349,370.7278106508876,364,347,346,24936,22,25,24.68910891089109,41,25,24,349484,339,346,346.02376237623764,356,347,345,-,-,-
"6675e7fdefb2f5d02e2c15e5",0,1,1,2,"green blob, line, colony","polygon","",10344,24,33,34.36544850498339,51,39,29,126175,383,415,419.1860465116279,481,434,401,33,39.3741935483871,39,31,29,415,437.1548387096774,434,408,401,25392,21,25,24.918547595682043,31,26,24,395614,379,388,388.23748773307165,410,390,386,-,-,-
"6675e7fdefb2f5d02e2c15e6",0,1,1,2,"green blob, line, colony","polygon","",7841,23,38.5,46.67261904761905,99,62.25,28,66387,376,390,395.1607142857143,432,405.25,383,38.5,62.80898876404494,62.25,32,28,390,405.85393258426967,405.25,386,383,19663,22,24,24.24537607891492,30,25,24,308821,375,381,380.790382244143,386,382,380,-,-,-
"6675e7fdefb2f5d02e2c15e7",0,1,1,1,"green blob, line, colony","polygon","",11985,20,26,29.16058394160584,52,33,24,151542,351,360,368.7153284671533,430,377,356,26,33.774647887323944,33,25,24,360,380.3474178403756,377,358,356,27445,21,24,24.24469964664311,32,25,23,403758,349,356,356.6766784452297,379,358,355,-,10,11
"6675e7fdefb2f5d02e2c15e8",0,1,1,27,"green blob, line, colony","polygon","",2127624,23,35,44.89794884780957,501,50,29,13761423,240,276,290.39889845530513,987,300,265,35,56.276714801444044,50,32,29,276,309.9845126353791,300,271,265,340103,22,29,32.06703752592872,132,34,27,2886291,239,266,272.1375636432208,573,280,254,-,-,-
"6675e7fdefb2f5d02e2c15e9",0,1,1,27,"green blob, line, colony","polygon","",7208397,20,31,38.02659288253975,412,42,26,64907849,235,295,342.40960213544906,2322,375,254,31,48.24193643783762,42,28,26,295,416.82055124009304,375,272,254,628275,20,26,29.65939668602181,142,31,25,5995845,233,256,283.04985129585043,890,287,245,-,-,-
"6675e7fdefb2f5d02e2c15ea",0,1,1,27,"green blob, line, colony","polygon","",35933593,28,61,72.27379838974068,1034,84,45,274080157,295,490,551.2617123939283,5533,643,403,61,94.85607841414208,84,54,45,490,675.3479828935903,643,449,403,2245682,29,45,65.94086210946676,255,82,36,18371361,295,408,539.4456483439042,1831,646,353,-,-,-
"6675e7fdefb2f5d02e2c15eb",0,1,1,27,"green blob, line, colony","polygon","",4745393,39,88,121.53028401669782,1068,141,59,26818172,398,584,686.8177324762465,4705,772,495,88,169.9764866712235,141,75,59,584,842.7157894736843,772,543,495,599169,37,53,56.360549336845075,159,65,45,5298029,383,464,498.3565986266579,1045,559,420,-,-,-
"6675e7fdefb2f5d02e2c15ec",0,1,1,26,"green blob, line, colony","polygon","",2163961,21,33,41.42582843578307,373,46,28,15805243,251,289,302.56796906407334,893,313,278,33,52.5491026833385,46,30,28,289,324.44573042609625,313,284,278,393160,21,28,30.259370430231662,91,32,25,3708145,250,279,285.3955976294928,644,292,266,-,-,-
"6675e7fdefb2f5d02e2c15ed",0,1,1,26,"green blob, line, colony","polygon","",4727118,21,31,40.44869809270367,699,43,26,43250281,251,312,370.0812119760069,3296,397,271,31,52.836266589728794,43,28,26,312,453.36202474834903,397,291,271,494609,20,26,31.078165252906064,222,30,25,4769963,252,274,299.7149230285894,1109,302,263,-,-,-
"6675e7fdefb2f5d02e2c15ee",0,1,1,26,"green blob, line, colony","polygon","",30649510,30,61,70.43338480912593,1192,80,46,247550991,330,515,568.8787262498965,4114,652,433,61,90.85873847731736,80,54,46,515,682.5037210291304,652,477,433,1685577,30,49,57.48702295283244,377,70,37,14375564,327,431,490.28218682855294,1610,590,380,-,-,-
"6675e7fdefb2f5d02e2c15ef",0,1,1,26,"green blob, line, colony","polygon","",4630578,38,84,122.03394386612202,951,146,56,26760720,418,589,705.2502305969166,3438,797,500,84,173.91266396149854,146,70,56,589,869.6387185052373,797,550,500,530155,37,49,54.219165473511964,147,60,43,5042065,404,473,515.6540192268358,997,569,439,-,-,-
"6675e7fdefb2f5d02e2c15f0",0,1,1,25,"green blob, line, colony","polygon","",1651737,20,31,38.188684916304446,382,43,27,13911334,277,310,321.6344677702765,753,331,300,31,47.194118368849445,43,29,27,310,339.9594257433842,331,305,300,359366,21,27,31.15710074562164,113,34,25,3617459,277,306,313.63438529564763,624,323,292,-,-,-
"6675e7fdefb2f5d02e2c15f1",0,1,1,25,"green blob, line, colony","polygon","",3904113,21,31,39.28390452999537,786,43,26,38690334,275,340,389.3092712966131,4858,420,298,31,50.18972471607279,43,29,26,340,463.63549508355175,420,321,298,516606,21,27,32.64080368989701,360,32,25,5310970,273,301,335.56390977443607,1727,338,288,-,-,-
"6675e7fdefb2f5d02e2c15f2",0,1,1,25,"green blob, line, colony","polygon","",27560138,28,62,70.25091891616324,508,82,47,241757911,354,565,616.2420305370753,3509,712,477,62,89.89033756193425,82,55,47,565,734.3742474032806,712,525,477,1861052,29,58,66.79534850333788,416,84,38,16596145,352,507,595.6551934534491,1792,718,422,-,-,-
"6675e7fdefb2f5d02e2c15f3",0,1,1,25,"green blob, line, colony","polygon","",3551431,39,110,147.90234049641845,2239,174,73,19751177,460,708,822.5544311177745,5136,922,579,110,205.29189346106395,174,93,73,708,1006.3114884969882,922,650,579,472286,36,54,57.588830630410925,136,66,45,4646610,442,525,566.5906596756494,1129,648,488,-,-,-
"6675e7fdefb2f5d02e2c15f4",0,1,1,24,"green blob, line, colony","polygon","",1638632,21,32,39.182037732239785,266,44,27,12143847,240,276,290.3767724349011,882,301,267,32,48.43199083308577,44,29,27,276,311.23265288800235,301,272,267,359940,20,27,29.294376169935706,201,30,26,3345061,238,268,272.2439163343371,614,277,255,-,-,-
"6675e7fdefb2f5d02e2c15f5",0,1,1,24,"green blob, line, colony","polygon","",3186694,21,32,38.639708022116594,368,42,27,29178493,242,313,353.7987801920652,1930,384,266,32,48.25835649949961,42,30,27,313,423.5814744801512,384,293,266,491846,20,27,33.915735760584745,341,33,26,4367032,237,266,301.1330850917115,1532,308,256,-,-,-
"6675e7fdefb2f5d02e2c15f6",0,1,1,24,"green blob, line, colony","polygon","",29132926,29,60,70.153165605525,965,82,45,235322662,312,509,566.6656922143345,4182,669,418,60,91.09360465627445,82,54,45,509,691.7016722496242,669,467,418,2137289,29,52,69.28452411825727,996,81,37,17244357,306,435,559.0105355290457,3397,654,370,-,-,-
"6675e7fdefb2f5d02e2c15f7",0,1,1,24,"green blob, line, colony","polygon","",2533173,44,131,176.77411025819958,2365,215,84,12397338,434,706,865.1317515701326,12946,948.75,574,131,248.98001726902677,215,111,84,706,1091.5619834710744,948.75,652,574,346309,41,58,61.20696359137504,154,66,49,2961117,419,495,523.3504772004242,930,577,455,-,-,-
"6675e7fdefb2f5d02e2c15f8",0,1,1,23,"green blob, line, colony","polygon","",1415640,20,29,34.44463368938417,196,37,26,12387612,256,288,301.4090853792063,740,310,279,29,41.55282577393808,37,28,26,288,322.5747840172786,310,284,279,307765,20,27,29.183102598141474,93,30,25,3055425,254,284,289.72359188317847,506,299,272,-,-,-
"6675e7fdefb2f5d02e2c15f9",0,1,1,23,"green blob, line, colony","polygon","",1750094,21,28,32.38815582492829,231,35,25,18549862,259,305,343.29345794392526,1694,368,273,28,38.39140279254863,35,27,25,305,401.45119901197296,368,286,273,331907,21,26,30.857846783190777,186,31,25,3382246,259,280,314.45202677575304,1478,318,271,-,-,-
"6675e7fdefb2f5d02e2c15fa",0,1,1,23,"green blob, line, colony","polygon","",23717112,30,60,68.55033079851205,684,82,46,206675554,335,543,597.360993811799,3479,709,448,60,88.02555385184793,82,54,46,543,724.4234336170888,709,500,448,1849406,29,56,69.22725060827251,292,84,37,15746251,327,487,589.4160958263149,1784,706,393,-,-,-
"6675e7fdefb2f5d02e2c15fb",0,1,1,23,"green blob, line, colony","polygon","",2362280,39,81,115.18821923151941,1121,130,57,14309975,437,588,697.7752584357324,4119,737,514,81,162.17587234788706,130,69,57,588,849.0214799228477,737,554,514,555866,37,47.5,50.726957473991604,114,56,43,5410768,420,472.5,493.77331629859464,806,521,450,-,-,-
"6675e7fdefb2f5d02e2c15fc",0,1,1,22,"green blob, line, colony","polygon","",639288,19,31,35.66659227850926,183,39,26,5797487,278,312,323.4482816335639,597,338,295,31,43.23805292259084,39,29,26,312,345.51520537124804,338,304,295,182357,20,26,27.10822060353798,74,28,24,2027722,276,298,301.4303552846737,486,304,289,-,-,-
"6675e7fdefb2f5d02e2c15fd",0,1,1,22,"green blob, line, colony","polygon","",1328768,21,27,31.064126241963763,173,34,25,15325739,279,326,358.2872939801286,1571,389,295,27,35.90798676550656,34,26,25,326,406.8173556141894,389,309,295,289131,21,26,29.36234386107444,115,30,24,3341655,280,301,339.3576723875292,1457,345,291,-,-,-
"6675e7fdefb2f5d02e2c15fe",0,1,1,22,"green blob, line, colony","polygon","",21167156,29,59,65.69488895234075,472,76,45,198694923,360,578,616.6742902012389,2748,713,479,59,83.15471420902438,76,53,45,578,732.5921961969881,713,534,479,1370678,28,48,54.24990105279823,461,67,37,13093863,350,470,518.2404417003087,2187,604,415,-,-,-
"6675e7fdefb2f5d02e2c15ff",0,1,1,22,"green blob, line, colony","polygon","",1442384,38,54,79.70293418798695,945,87,44,11133585,462,535,615.2171630657015,4424,641,487,54,111.46299014468443,87,47,44,535,727.1244495701405,641,508,487,354935,37,45,54.99457700650759,324,56,42,3439970,453,499,532.9981406879455,1294,549,472,-,-,-
"6675e7fdefb2f5d02e2c1600",0,1,1,21,"green blob, line, colony","polygon","",23823873,30,59,67.04208162495743,1772,80,45,216287770,349,559,608.649245688139,13634,722,455,59,86.12036017904127,80,53,45,559,740.1345849450192,722,512,455,1960061,29,54,71.1791771071649,239,85,39,17338491,343,498,629.6434252097179,1818,721,411,-,-,-
"6675e7fdefb2f5d02e2c1601",0,1,1,21,"green blob, line, colony","polygon","",1587646,40,59,77.20511573623808,1639,79,48,12570284,458,553,611.2762108539195,5536,629,498,59,102.06298352598526,79,54,48,553,708.0692636752526,629,528,498,373083,39,48,51.43843926651041,98,57,45,3791004,449,497,522.6808217289398,867,560,479,-,-,-
"6675e7fdefb2f5d02e2c1602",0,1,1,21,"green blob, line, colony","polygon","",694823,23,30,34.97548575455552,201,37,27,6348283,283,303,319.555169636565,636,327,296,30,42.290589956118964,37,28,27,303,341.78985860555827,327,299,296,201058,23,27,29.012698412698413,82,29,27,2119164,281,298,305.795670995671,551,304,291,-,-,-
"6675e7fdefb2f5d02e2c1603",0,1,1,21,"green blob, line, colony","polygon","",1486038,23,29,33.05538748999021,212,35,27,15982955,279,319,355.52440163715636,1847,384,295,29,37.72154129616278,35,28,27,319,403.46070656092286,384,306,295,288231,23,28,30.162306404353284,90,31,27,3029725,281,299,317.0494976977815,694,324,292,-,-,-
"6675e7fdefb2f5d02e2c1604",0,1,1,20,"green blob, line, colony","polygon","",21064243,32,60,67.10131340449864,1011,80,45,199836461,369,588,636.5901209555392,6214,754,477,60,85.59419312873278,80,53,45,588,771.585222636154,754,537,477,1636021,31,51,64.74419248882029,366,78,39,15176235,366,519,600.5870829870593,2202,713,430,-,-,-
"6675e7fdefb2f5d02e2c1605",0,1,1,20,"green blob, line, colony","polygon","",1113319,23,29,32.86065525383707,293,35,27,12494306,285,337,368.7811688311688,1837,395,304,29,37.364254921310966,35,28,27,337,416.5151924375422,395,322,304,241774,23,28,29.753138075313807,69,30,27,2667304,287,309,328.24317007137586,639,336,300,-,-,-
"6675e7fdefb2f5d02e2c1606",0,1,1,20,"green blob, line, colony","polygon","",1324512,41,58,74.590978205778,458,77,49,11103311,485,573,625.292053837923,2105,648,523,58,95.35767925110585,77,54,49,573,708.5931488529986,648,554,523,340876,41,50,53.68125984251969,159,57,46,3521969,480,535,554.6407874015748,982,585,498,-,-,-
"6675e7fdefb2f5d02e2c1607",0,1,1,20,"green blob, line, colony","polygon","",335998,24,37,41.95255337745037,204,44,31,2824273,294,339,352.6374079160944,686,366,314,37,51.1626423690205,44,35,31,339,383.36970387243736,366,330,314,126576,21,28,30.434238999759557,126,29,27,1305183,293,308,313.8213512863669,516,314,302,-,-,-
"6675e7fdefb2f5d02e2c1608",0,1,1,19,"green blob, line, colony","polygon","",276330,21,38,44.78606158833063,231,46,33,2310736,308,355,374.51150729335495,787,386,334,38,55.58985074626866,46,36,33,355,409.4474626865672,386,347,334,133996,21,28,29.365768134998905,86,30,27,1485941,305,321,325.6500109577033,559,328,315,-,-,-
"6675e7fdefb2f5d02e2c1609",0,1,1,19,"green blob, line, colony","polygon","",1009260,22,30,33.80312824463275,300,36,27,11740475,298,359,393.2235321700104,2337,421,315,30,39.31836709861897,36,29,27,359,453.5427997809819,421,338,315,234974,22,27,29.46013039117352,149,30,26,2691275,297,313,337.4216399197593,1817,336,307,-,-,-
"6675e7fdefb2f5d02e2c160a",0,1,1,18,"green blob, line, colony","polygon","",477690,23,32,37.51590355768476,218,39,28,5618152,315,397,441.22767611717586,2457,467,346,32,44.96258408071749,39,31,28,397,515.0327914798206,467,376,346,131474,22,27,27.78989642781653,75,28,26,1589536,312,326,335.98309025575986,596,336,322,-,-,-
"6675e7fdefb2f5d02e2c160b",0,1,1,18,"green blob, line, colony","polygon","",267298,23,37,43.294136702299966,187,45,32,2391584,318,369,387.36378360868156,733,400,349,37,53.550728949717346,45,35,32,369,421.91669146087474,400,361,349,141253,24,28,29.130336151783872,81,29,26,1660655,318,335,342.47370591874613,604,343,329,-,-,-
"6675e7fdefb2f5d02e2c160c",0,1,1,17,"green blob, line, colony","polygon","",222375,24,38,45.540651238992425,147,51,32,2054003,349,399,420.6436616833914,680,446,373,38,56.99778597785978,51,36,32,399,459.87490774907747,446,388,373,123584,21,28,29.494988066825776,120,30.75,27,1534722,344,360,366.2821002386635,525,371,354,-,-,-
"6675e7fdefb2f5d02e2c160d",0,1,1,17,"green blob, line, colony","polygon","",1188269,22,29,33.17519124462561,243,35,26,15442089,336,376,431.1265006421352,2193,464,349,29,39.601497769279796,35,27,26,376,504.1225302740599,464,357,349,263773,22,26,28.40850834679591,82,28,25,3430376,335,350,369.45352719439956,870,365,345,-,-,-
"6675e7fdefb2f5d02e2c160e",0,1,1,16,"green blob, line, colony","polygon","",316618,23,30,36.42217876452318,130,39,26,3655650,373,399,420.5280110433682,934,433,385,30,45.34449551324141,39,28,26,399,452.54804114685925,433,389,385,120500,22,26,27.157989632634663,56,27,25,1727880,371,385,389.42528735632186,540,392,381,-,-,-
"6675e7fdefb2f5d02e2c160f",0,1,1,16,"green blob, line, colony","polygon","",1091801,21,28,32.99688708897485,261,34,26,15344796,368,400,463.7571324951644,2414,486,379,28,39.687338054931764,34,27,26,400,539.2246789888869,486,386,379,237567,21,26,27.303413400758533,84,27,25,3408720,366,379,391.7618664521319,691,389,376,-,-,-
"6675e7fdefb2f5d02e2c1610",0,1,1,15,"green blob, line, colony","polygon","",182989,24,36,44.609702584105314,229,44,29,1535122,309,349,374.23744514870793,847,380,324,36,57.04496402877698,44,33,29,349,414.6326438848921,380,338,324,109632,24,28,30.69204927211646,74,31,27,1180434,307,320,330.4686450167973,540,331,315,-,-,-
"6675e7fdefb2f5d02e2c1611",0,1,1,15,"green blob, line, colony","polygon","",354730,23,34,39.83939802336029,247,43,30,4019975,299,400,451.4796720575022,2234,496,351,34,48.399753745126205,43,32,30,400,538.2220398112046,496,377,351,126920,23,27,29.64035497431107,85,30,26,1431660,299,314,334.3437645959832,709,337,307,-,-,-
"6675e7fdefb2f5d02e2c1612",0,1,1,14,"green blob, line, colony","polygon","",185052,24,35,42.46259752179899,181,43,28,1659982,322,357,380.9045433685177,713,390,335,35,54.36554082941428,43,32,28,357,419.2796066695169,390,345,335,106515,23,27,29.23826516607192,148,29,26,1241247,320,333,340.72110897611856,581,341,329,-,-,-
"6675e7fdefb2f5d02e2c1613",0,1,1,14,"green blob, line, colony","polygon","",378181,22,34,38.51914850275005,145,43,30,4436950,314,412,451.9199429619067,1336,503,362,34,45.96894065446478,43,32,30,412,528.1893141061195,503,390,362,140977,22,27,29.804862579281185,77,31,26,1660506,314,329,351.0583509513742,825,361,323,-,-,-
"6675e7fdefb2f5d02e2c1614",0,1,1,13,"green blob, line, colony","polygon","",313385,23,36,38.44742976321924,102,44,31,3876946,339,455,475.6405349036928,1268,526,395,36,45.18680832226649,44,34,31,455,543.0409473218239,526,429,395,138344,23,27,28.803664376431396,81,30,26,1781802,337,352,370.9768894440974,880,372,347,-,-,-
"6675e7fdefb2f5d02e2c1615",0,1,1,13,"green blob, line, colony","polygon","",190008,24,33,41.45930613135501,172,42,28,1841145,350,378,401.7335806240454,724,409,359,33,52.72870407751312,42,30,28,378,436.76826806620915,409,367,359,102709,23,27,29.684682080924855,140,29,26,1270407,347,360,367.16965317919073,802,366,355,-,-,-
"6675e7fdefb2f5d02e2c1616",0,1,1,12,"green blob, line, colony","polygon","",418650,22,34,35.55715984372346,98,41,28,5606212,372,457,476.15186003057585,870,529,397,34,42.29105560032232,41,31,28,457,541.1774375503626,529,434,397,184093,22,26,29.76443007275667,220,28,25,2506467,369,383,405.24931285367825,1307,397,379,-,-,-
"6675e7fdefb2f5d02e2c1617",0,1,1,12,"green blob, line, colony","polygon","",172830,24,37,45.80705009276438,182,49,29,1700394,387,425,450.6742645109992,789,464,400,37,60.252008032128515,49,34,29,425,493.3403614457831,464,415,400,98276,24,28,28.37066974595843,67,29,27,1390324,384,399,401.3637413394919,582,403,394,-,-,-
"6675e7fdefb2f5d02e2c1618",0,1,1,11,"green blob, line, colony","polygon","",277389,23,38,38.882674516400336,69,43,34,3089741,310,423,433.10078497336696,726,472,385,38,43.91546018614271,43,36,34,423,479.20165460186143,472,409,385,130891,23,27,28.63509078976154,75,30,26,1501996,303,316,328.5924305403632,497,336,312,-,-,-
"6675e7fdefb2f5d02e2c1619",0,1,1,11,"green blob, line, colony","polygon","",160306,24,37,47.79546809779368,202,50,30,1278704,319,354,381.24746571258197,737,389.75,332,37,63.751724137931035,50,35,30,354,424.88965517241377,389.75,346,332,98986,24,28,28.82527664531159,71,29,27,1132839,316,328,329.88905066977287,484,332,324,-,-,-
"6675e7fdefb2f5d02e2c161a",0,1,1,10,"green blob, line, colony","polygon","",171289,24,36,45.909675690163496,235,47,29,1473037,337,371,394.81023854194586,794,400,348,36,60.309766022380465,47,34,29,371,433.64292980671416,400,363,348,104263,24,28,28.627951674903898,64,29,27,1270208,335,346,348.76661175178475,468,350,343,-,-,-
"6675e7fdefb2f5d02e2c161b",0,1,1,10,"green blob, line, colony","polygon","",252122,23,37,37.98734367937321,65,42,33,2906565,327,431,437.9335543167094,695,468,398,37,42.745810055865924,42,35,33,431,476.9463687150838,468,417,398,125811,22,27,28.120473848904783,75,29,26,1541705,323,334,344.59208761734465,486,348,331,-,-,-
"6675e7fdefb2f5d02e2c161c",0,1,1,9,"green blob, line, colony","polygon","",103373,27,48,63.10927960927961,254,73,39,756844,371,428,462.05372405372407,823,499.75,404,48,84.21011235955056,73,43,39,428,512.2831460674157,499.75,414,404,66239,24,28,29.505122494432072,58,30,27,849584,364,375,378.4338530066815,431,380,371,-,-,-
"6675e7fdefb2f5d02e2c161d",0,1,1,9,"green blob, line, colony","polygon","",243203,23,33,35.478191101385846,127,39,29,3019012,350,420,440.4102115244347,1362,469,385,33,41.20059155687013,39,32,29,420,489.6152191449314,469,406,385,115480,22,26,26.675906675906678,51,27,25,1572603,347,358,363.2716562716563,545,362,355,-,-,-
"6675e7fdefb2f5d02e2c161e",0,1,1,8,"green blob, line, colony","polygon","",327680,22,29,30.530140687598994,67,34,26,4578281,379,413,426.5611664958539,620,449,393,29,34.7784981091302,34,27,26,413,456.89465153970826,449,401,393,148610,22,26,27.21794871794872,72,27,25,2172610,379,390,397.9139194139194,550,399,387,-,-,-
