"Id",Channel,XY,Z,Time,"Tags","Shape","Name",A594 / TotalIntensity,A594 / MinIntensity,A594 / MedianIntensity,A594 / MeanIntensity,A594 / MaxIntensity,A594 / 75thPercentileIntensity,A594 / 25thPercentileIntensity,YFP / TotalIntensity,YFP / MinIntensity,YFP / MedianIntensity,YFP / MeanIntensity,YFP / MaxIntensity,YFP / 75thPercentileIntensity,YFP / 25thPercentileIntensity,YFP blob Blob Blob metrics / Perimeter,YFP blob Blob Blob metrics / Centroid / y,YFP blob Blob Blob metrics / Centroid / x,YFP blob Blob Blob metrics / Area,red 90 / 90.0thPercentileIntensity,green 90 / 90.0thPercentileIntensity
"65de7e563f73fc2469eacc27",0,1,1,1,"YFP blob","polygon","",6413569965,1660,3619,4250.614846204776,63221,4944,2779,21134997873,5486,12378,14007.290202451259,65535,16677,9335,5873.751194559426,1217.2036112409096,6208.122650448448,1508618.893278944,6812,22131
"65de7e593f73fc2469eacc2a",0,1,1,1,"YFP blob","polygon","",4556676509,0,3483,4038.9014586991457,26587,4735,2691,13856219935,0,10897,12281.73797218039,65535,14569,8399,4004.282579030753,783.7466811220226,8743.524160551036,1128289.977109108,6462,19131
"65de7e5b3f73fc2469eacc2d",0,1,1,1,"YFP blob","polygon","",2406105348,1712,3140,4449.866931501681,56951,5079,2374,4702766423,4763,7372,8697.32691034447,63634,9774.75,6184,2813.9030275107034,1485.1187121723385,8090.121213479046,540601.7290231547,7858,13284
"65de7e5d3f73fc2469eacc30",0,1,1,1,"YFP blob","polygon","",7419578274,1834,7050,8522.020998442518,52630,11350,4259,13883836294,5235,13573,15946.774879513367,65535,19847,9722,3866.321733330783,1745.2182953968656,9394.69425167954,870845.3911763298,16297,28191
"65de7e603f73fc2469eacc33",0,1,1,1,"YFP blob","polygon","",3147831748,1931,4216,5290.642470936046,63679,6180,3063,6159969508,4784,9080,10353.220536454106,65535,11585,7390,2860.159522727586,2540.653021501067,9079.785351791577,594834.1696781386,9384,15386
"65de7e633f73fc2469eacc36",0,1,1,1,"YFP blob","polygon","",10203826470,1629,5176,6047.869589260641,65535,7713,3345,21822286920,4659,11220,12934.201284156909,65535,15688,8016,5134.389939667522,2605.6230933447077,7740.13221402851,1687394.5388263154,10645,21353
"65de7e653f73fc2469eacc39",0,1,1,1,"YFP blob","polygon","",5028465326,1697,3841,4790.383277126798,55768,5901,2748,9697121892,4377,8109,9237.993609602743,65535,10838,6414,3805.8955786240913,3659.384837293005,6659.666798021919,1049302.0223669072,8487,14011
"65de7e673f73fc2469eacc3c",0,1,1,1,"YFP blob","polygon","",5681519016,1630,4866,6297.084183249358,65535,8070,2787,10756838429,4048,9891,11922.289961939427,65535,14518,6593,3494.61169783047,3373.738911971702,5505.682897614075,902300.20675622,12009,20496
"65de7e6a3f73fc2469eacc3f",0,1,1,1,"YFP blob","polygon","",2940256041,0,3621,4492.136452804591,55135,5559,2466,7917089561,0,10233,12095.76517186273,65535,14709,7301,3324.0925691719285,2086.5744606311982,4589.118679752079,654553.6572699804,8043,20966
"65de7e6c3f73fc2469eacc42",0,1,1,1,"YFP blob","polygon","",8061257767,0,5597,7250.545295346164,65535,9893,2927,15394406885,0,11282,13846.207085897462,65535,17862,7353,3863.6704297952,2314.9458882186013,3269.105873056895,1111573.624813101,14619,26104
"65de7e6e3f73fc2469eacc45",0,1,1,1,"YFP blob","polygon","",12266143912,0,4648,5921.133851486807,65535,6973,3420,22008768548,0,9457,10624.110186055424,65535,12157,7643,5570.3465883480085,3682.5681274517037,2555.5310216223675,2072125.8531199107,10604,16258
"65de7e713f73fc2469eacc48",0,1,1,1,"YFP blob","polygon","",4924864037,0,6080,6844.747170991369,50064,8782,4202,10082299490,0,12992,14012.730177481897,65535,16862,10376,3294.1860543158227,4205.559014923498,1350.8218083039135,719568.7831846029,11956,22113
"65de7e733f73fc2469eacc4b",0,1,1,1,"YFP blob","polygon","",6277764855,0,4126,5044.001972521292,65535,6110,2861,15510319958,0,10819,12462.09220472441,65535,15018,7922,4468.9318585678275,5494.91159065411,1390.7187215051194,1244730.2173389264,8787,20405
"65de7e763f73fc2469eacc4e",0,1,1,1,"YFP blob","polygon","",4583380332,1695,4661,5668.697893244877,65535,7059,3010,10055344250,5451,11141,12436.390750264056,65535,14829,8374,3661.520126213267,6433.209498583531,353.12409812438966,808446.1829874184,10029,19339
"65de7e793f73fc2469eacc51",0,1,1,1,"YFP blob","polygon","",5892688825,1743,5230,6399.38579267849,56266,8121,3368,12511579300,4566,11822,13587.417424233374,65535,16463,8700,3681.9522506955727,7908.57399127115,403.6402852273542,951045.6004743465,11669,22444
"65de7e7d3f73fc2469eacc54",0,1,1,1,"YFP blob","polygon","",26468686906,1593,6764,7794.756818026542,65535,10185,4254,44170490206,3841,11411,13007.756331529485,65535,15892,8440,6717.700175907996,7524.007302703036,2434.4544606345735,3395780.222329677,13879,21256
"65de7e7f3f73fc2469eacc57",0,1,1,1,"YFP blob","polygon","",3410933206,1530,3930,4505.671770376643,45108,5443,2819,8742506889,4255,10423,11548.413326534845,65535,13758,7671,3220.693121055856,6214.96973742978,3214.079726711182,757276.2801576565,7385,18524
"65de7e823f73fc2469eacc5a",0,1,1,1,"YFP blob","polygon","",6885570076,1592,4154,4844.469232252136,65535,5924,2963,17417912674,4094,10739,12254.692219800383,65535,14904,7868,4765.181294762212,5350.276974285463,3456.4301210604026,1421208.9595173814,8234,20191
"65de7e843f73fc2469eacc5d",0,1,1,1,"YFP blob","polygon","",1266547874,1401,2323,4452.182151168105,53751,5105,1815,1655839595,3653,4921,5820.624424384311,57959,6529,4377,2205.2795182162317,5309.222338396968,4779.278011122135,284497.0033889114,9750,8805
"65de7e873f73fc2469eacc60",0,1,1,1,"YFP blob","polygon","",5553115913,1400,3872,4413.736355297962,33831,5499,2572,15984951907,3979,11109,12705.184706202152,65535,15941,7431,4173.071407054083,5156.962436025973,6652.123466984379,1258192.6231956347,7443,21811
"65de7e8a3f73fc2469eacc63",0,1,1,1,"YFP blob","polygon","",11420917981,1574,5138,5955.783675893739,65535,7375,3588,25781624439,4404,11791,13444.609113493929,65535,16201,8918,5278.531918167819,4275.330908788161,7968.818683163412,1917595.2986888846,10072,21657
"65de7e8f3f73fc2469eacc66",0,1,1,1,"YFP blob","polygon","",5547207914,1511,3329,4067.0737112067986,33358,4935,2387,16306740605,4171,9962,11955.693216885606,65535,14458,6904,4303.111263051528,4697.758408339034,9207.050983037456,1363786.3752944567,7008,20511
"65de7e913f73fc2469eacc69",0,1,1,1,"YFP blob","polygon","",5354606867,1850,4385,5628.560146447913,65535,6492,3194,13251004817,5062,11340,13928.954910398937,65535,16549.25,8567,3554.607190019374,3370.4834663711604,9604.67382744023,951364.6148311411,9758.300000000047,23665
"65de7e933f73fc2469eacc6c",0,1,1,1,"YFP blob","polygon","",5846268240,1895,4448,5234.993727429267,65535,6330,3300,12209217780,5070,9898,10932.64555632464,65535,12475,7868,3833.464450136863,2494.5757256809743,10430.74862052643,1116996.868878599,8737,16068
"65de7e963f73fc2469eacc6f",0,1,1,1,"YFP blob","polygon","",8671976210,1607,3364,4227.8543872641385,65535,4869,2563,16471932069,4016,7175,8030.572107005182,58403,9019,6130,5430.720927373764,3027.0594416566846,12034.676101335233,2051070.905571504,7277,11419
"65de7e983f73fc2469eacc72",0,1,1,1,"YFP blob","polygon","",6507464656,1335,3142,3916.8819921162353,43740,4741,2185,19671856477,3932,9255,11840.608356622079,65535,14361,6374,4890.224669022168,3985.3373353844154,10899.40922441909,1661299.1644405655,6997,21686
"65de7e9b3f73fc2469eacc75",0,1,1,1,"YFP blob","polygon","",3991531895,1905,4693,5712.855138093555,41805,6853,3299,9542705647,5369,11767,13657.937959876512,65535,16249,8872,3088.3864473797726,4229.902891457795,13625.199762863831,698769.047121633,9898,21999
"65de7ea03f73fc2469eacc78",0,1,1,1,"YFP blob","polygon","",10357364600,1533,4531,5268.167391308771,41401,6337,3411,22441037955,4263,10198,11414.404044601602,65535,13355.25,7940,5573.273963900758,5216.563426796087,13155.966854149892,1966085.480921577,8854,17839
"65de7ea23f73fc2469eacc7b",0,1,1,1,"YFP blob","polygon","",3865233141,1447,3350,4026.58651586369,45506,4946,2378,8654836173,4072,7940,9016.13055666675,65535,10747,6117,3812.2839649064435,5829.49365597549,11998.303345436527,959978.0024645794,6860,13976
"65de7ea43f73fc2469eacc7e",0,1,1,1,"YFP blob","polygon","",6534211695,1365,3958,5430.5275643950445,65535,6166,2779,12839977529,3627,9071,10671.195723701981,65535,12429,6441,4145.266142392818,6994.40735691401,10706.138744667585,1203194.548084344,9851,17326.40000000014
"65de7ea63f73fc2469eacc81",0,1,1,1,"YFP blob","polygon","",15387729595,1672,6108,6816.300225028683,65535,8350,4458,32968009659,4305,13351,14603.834195943282,65535,17410,10363,5904.189753047905,5985.498573559105,7682.072990603458,2257345.58867452,10889,22277
"65de7ea83f73fc2469eacc84",0,1,1,1,"YFP blob","polygon","",6139667102,1638,4271,5136.206448212687,43412,6267,3053,13197024606,4419,9882,11040.116956256223,65535,12934,7456,3955.2589714021033,6610.634963550584,5979.965329940032,1195729.6121353637,9092,17268
"65de7eae3f73fc2469eacc87",0,1,1,1,"YFP blob","polygon","",7525816415,1391,3853,4823.67543743266,65535,5837,2674,14092300851,3779,7844,9032.466608724746,65535,10408,6141,4592.93653143646,7431.158522537784,7827.055777140293,1559980.204722782,8591,13668
"65de7eb03f73fc2469eacc8a",0,1,1,1,"YFP blob","polygon","",3322451041,1601,3702,4786.4002872602805,65535,5835,2604,6901846379,4093,8553,9942.960508194265,65535,11928,6433,3065.3592697102517,9760.916554918675,4346.344523341208,694302.8461265157,8797,16173
