Id,Channel,XY,Z,Time,Tags,Shape,Name,cy5,a594
68c1be10b0e03a9ab1f4da8d,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da8e,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da8f,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da90,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da91,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4da92,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da93,0,1,4,1,DAPI blob,polygon,,0,4
68c1be10b0e03a9ab1f4da94,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da95,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da96,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da97,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da98,0,1,4,1,DAPI blob,polygon,,1,4
68c1be10b0e03a9ab1f4da99,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da9a,0,1,4,1,DAPI blob,polygon,,0,2
68c1be10b0e03a9ab1f4da9b,0,1,4,1,DAPI blob,polygon,,3,7
68c1be10b0e03a9ab1f4da9c,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da9d,0,1,4,1,DAPI blob,polygon,,0,9
68c1be10b0e03a9ab1f4da9e,0,1,4,1,DAPI blob,polygon,,2,0
68c1be10b0e03a9ab1f4da9f,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4daa0,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daa1,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4daa2,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daa3,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daa4,0,1,4,1,DAPI blob,polygon,,5,6
68c1be10b0e03a9ab1f4daa5,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daa6,0,1,4,1,DAPI blob,polygon,,2,1
68c1be10b0e03a9ab1f4daa7,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daa8,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daa9,0,1,4,1,DAPI blob,polygon,,1,3
68c1be10b0e03a9ab1f4daaa,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daab,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4daac,0,1,4,1,DAPI blob,polygon,,2,3
68c1be10b0e03a9ab1f4daad,0,1,4,1,DAPI blob,polygon,,7,0
68c1be10b0e03a9ab1f4daae,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daaf,0,1,4,1,DAPI blob,polygon,,2,1
68c1be10b0e03a9ab1f4dab0,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dab1,0,1,4,1,DAPI blob,polygon,,5,0
68c1be10b0e03a9ab1f4dab2,0,1,4,1,DAPI blob,polygon,,0,2
68c1be10b0e03a9ab1f4dab3,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dab4,0,1,4,1,DAPI blob,polygon,,3,0
68c1be10b0e03a9ab1f4dab5,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4dab6,0,1,4,1,DAPI blob,polygon,,0,3
68c1be10b0e03a9ab1f4dab7,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dab8,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dab9,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4daba,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4dabb,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4dabc,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4dabd,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dabe,0,1,4,1,DAPI blob,polygon,,3,3
68c1be10b0e03a9ab1f4dabf,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4dac0,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dac1,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dac2,0,1,4,1,DAPI blob,polygon,,0,2
68c1be10b0e03a9ab1f4dac3,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dac4,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4dac5,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dac6,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dac7,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dac8,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dac9,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4daca,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4dacb,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dacc,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dacd,0,1,4,1,DAPI blob,polygon,,0,5
68c1be10b0e03a9ab1f4dace,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dacf,0,1,4,1,DAPI blob,polygon,,0,2
68c1be10b0e03a9ab1f4dad0,0,1,4,1,DAPI blob,polygon,,3,2
68c1be10b0e03a9ab1f4dad1,0,1,4,1,DAPI blob,polygon,,2,0
68c1be10b0e03a9ab1f4dad2,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dad3,0,1,4,1,DAPI blob,polygon,,7,2
68c1be10b0e03a9ab1f4dad4,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4dad5,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4dad6,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4dad7,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dad8,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4dad9,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4dada,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4dadb,0,1,4,1,DAPI blob,polygon,,0,2
68c1be10b0e03a9ab1f4dadc,0,1,4,1,DAPI blob,polygon,,1,3
68c1be10b0e03a9ab1f4dadd,0,1,4,1,DAPI blob,polygon,,2,2
68c1be10b0e03a9ab1f4dade,0,1,4,1,DAPI blob,polygon,,0,5
68c1be10b0e03a9ab1f4dadf,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4dae0,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dae1,0,1,4,1,DAPI blob,polygon,,4,0
68c1be10b0e03a9ab1f4dae2,0,1,4,1,DAPI blob,polygon,,7,2
68c1be10b0e03a9ab1f4dae3,0,1,4,1,DAPI blob,polygon,,3,0
68c1be10b0e03a9ab1f4dae4,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dae5,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dae6,0,1,4,1,DAPI blob,polygon,,1,3
68c1be10b0e03a9ab1f4dae7,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4dae8,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dae9,0,1,4,1,DAPI blob,polygon,,3,3
68c1be10b0e03a9ab1f4daea,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4daeb,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daec,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4daed,0,1,4,1,DAPI blob,polygon,,3,1
68c1be10b0e03a9ab1f4daee,0,1,4,1,DAPI blob,polygon,,2,5
68c1be10b0e03a9ab1f4daef,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daf0,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daf1,0,1,4,1,DAPI blob,polygon,,2,0
68c1be10b0e03a9ab1f4daf2,0,1,4,1,DAPI blob,polygon,,6,1
68c1be10b0e03a9ab1f4daf3,0,1,4,1,DAPI blob,polygon,,2,5
68c1be10b0e03a9ab1f4daf4,0,1,4,1,DAPI blob,polygon,,2,0
68c1be10b0e03a9ab1f4daf5,0,1,4,1,DAPI blob,polygon,,8,3
68c1be10b0e03a9ab1f4daf6,0,1,4,1,DAPI blob,polygon,,10,1
68c1be10b0e03a9ab1f4daf7,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4daf8,0,1,4,1,DAPI blob,polygon,,4,2
68c1be10b0e03a9ab1f4daf9,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4dafa,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4dafb,0,1,4,1,DAPI blob,polygon,,2,6
68c1be10b0e03a9ab1f4dafc,0,1,4,1,DAPI blob,polygon,,4,8
68c1be10b0e03a9ab1f4dafd,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4dafe,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4daff,0,1,4,1,DAPI blob,polygon,,2,0
68c1be10b0e03a9ab1f4db00,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4db01,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4db02,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4db03,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4db04,0,1,4,1,DAPI blob,polygon,,4,0
