"Id",Channel,XY,Z,Time,"Tags","Shape","Name",line Blob Parent and child / parentId,line Blob Parent and child / childId,line Blob Parent and child / annotationId,red / TotalIntensity,red / MinIntensity,red / MedianIntensity,red / MeanIntensity,red / MaxIntensity,red / 75thPercentileIntensity,red / 25thPercentileIntensity,green / TotalIntensity,green / MinIntensity,green / MedianIntensity,green / MeanIntensity,green / MaxIntensity,green / 75thPercentileIntensity,green / 25thPercentileIntensity,green red Colony two color intensity / Channel 2 / MedianIntensity,green red Colony two color intensity / Channel 2 / MeanColonyIntensity,green red Colony two color intensity / Channel 2 / 75thPercentileIntensity,green red Colony two color intensity / Channel 2 / 40thPercentileIntensity,green red Colony two color intensity / Channel 2 / 25thPercentileIntensity,green red Colony two color intensity / Channel 1 / MedianIntensity,green red Colony two color intensity / Channel 1 / MeanColonyIntensity,green red Colony two color intensity / Channel 1 / 75thPercentileIntensity,green red Colony two color intensity / Channel 1 / 40thPercentileIntensity,green red Colony two color intensity / Channel 1 / 25thPercentileIntensity,red Annulus intensity measurements / TotalIntensity,red Annulus intensity measurements / MinIntensity,red Annulus intensity measurements / MedianIntensity,red Annulus intensity measurements / MeanIntensity,red Annulus intensity measurements / MaxIntensity,red Annulus intensity measurements / 75thPercentileIntensity,red Annulus intensity measurements / 25thPercentileIntensity,green Annulus intensity measurements / TotalIntensity,green Annulus intensity measurements / MinIntensity,green Annulus intensity measurements / MedianIntensity,green Annulus intensity measurements / MeanIntensity,green Annulus intensity measurements / MaxIntensity,green Annulus intensity measurements / 75thPercentileIntensity,green Annulus intensity measurements / 25thPercentileIntensity
"660e18286cebf97155c916ea",0,1,1,17,"green blob, line","polygon","",-,-,-,2375852,28,46,50.582329146263575,269,56,38,20157342,317,403,429.1535448158399,1566,466,358,46,61.24917715392062,56,42,38,403,488.52491771539206,466,385,358,402971,27,34,35.925024516359095,90,37,32,3874013,314,332,345.3697958455915,677,351,327
"660e18346cebf97155c916ed",0,1,1,16,"green blob, line","polygon","",-,-,-,83772,26,34,38.06088141753748,82,43,31,984686,381,417,447.38119036801453,684,468,396,34,44.987730061349694,43,32,31,417,493.57230499561786,468,406,396,68963,26,30,30.582261640798226,53,31,29,897190,377,392,397.8669623059867,660,398,388
"660e183d6cebf97155c916f0",0,1,1,16,"green blob, line","polygon","",-,-,-,1450240,27,38,42.19493744544661,217,47,33,13171091,343,373,383.2147512365435,1035,392,360,38,49.789156305032286,47,36,33,373,402.5657185548855,392,367,360,362067,26,32,33.34871511467256,68,34,31,3950710,341,358,363.8859721838445,949,365,353
"660e184e6cebf97155c916f3",0,1,1,16,"green blob, line","polygon","",-,-,-,2774749,26,58,71.23325546171027,499,85,38,21279407,338,481,546.2841629656252,2353,608,385,58,100.60311054237621,85,50,38,481,685.8985136332316,608,444,385,359674,25,31,33.26310922038287,81,35,29,4009856,335,360,370.83658559141776,652,377,354
"660e18566cebf97155c916f6",0,1,1,16,"green blob, line","polygon","",-,-,-,2421037,28,51,57.004473640837276,368,66,41,19314662,338,437,454.77295095476916,1238,494,390,51,71.66793152135546,66,47,41,437,512.9192552064949,494,417,390,452246,27,35,44.856774449513985,134,51.75,32,4147497,336,367,411.3764134100377,746,439,351
"660e185b6cebf97155c916f9",0,1,1,16,"green blob, line","polygon","",-,-,-,2379789,27,52,56.067593356107906,252,67,40,19888561,340,451,468.57252915537754,1261,516,395,52,70.52710736468501,67,47,40,451,535.6708074534162,516,427,395,412451,28,35,44.82675796109118,368,47,32,3734584,334,371,405.88892511683514,1238,423,354
"660e18676cebf97155c916fc",0,1,1,16,"green blob, line","polygon","",-,-,-,1741914,27,42,46.79168345555645,333,51,36,16355586,335,409,439.34740913852846,1830,473,372,42,56.60206164523372,51,39,36,409,499.8192998571137,473,393,372,328993,27,33,34.50372312532774,91,36,31,3468599,335,353,363.7754588358679,596,369,348
"660e18836cebf97155c916ff",0,1,1,15,"green blob, line","polygon","",-,-,-,152731,26,35,37.2787405418599,91,40,32,1483602,309,349,362.119111545033,672,379,325,35,42.10528673835125,40,33,32,349,392.46863799283153,379,337,325,128416,26,31,31.872921320426904,76,32,30,1313299,306,321,325.9615289153636,548,328,316
"660e18966cebf97155c91702",0,1,1,15,"green blob, line","polygon","",-,-,-,2311259,26,57,72.17496799175592,460,81,38,15801923,285,413,493.45542266495954,2502,525,327,57,100.74965059399021,81,50,38,413,630.7534940600979,525,381,327,431379,26,31,33.43245756800744,96,34,30,3981225,279,298,308.5503371308998,593,306,294
"660e189f6cebf97155c91705",0,1,1,15,"green blob, line","polygon","",-,-,-,884915,28,40,43.63271041861841,126,49,35,6667198,291,320,328.7410877175682,655,339,307,40,49.822460706439074,49,38,35,320,344.9148217001859,339,315,307,299570,28,34,34.87427240977881,75,36,32,2626560,289,302,305.7694994179278,436,309,298
"660e18dd6cebf97155c91708",0,1,1,15,"green blob, line","polygon","",-,-,-,1546705,29,52,54.8963620230701,257,62,42,10937251,284,375,388.1899201419698,1005,422,334,52,66.36129449838188,62,48,42,375,436.41003236245956,422,360,334,391714,28,36,42.44841785869094,122,48,33,3155999,282,306,342.002492414391,905,359,294
"660e18ef6cebf97155c9170b",0,1,1,15,"green blob, line","polygon","",-,-,-,1177784,30,51,53.71141919007661,155,61,43,9237606,290,409,421.26988325428675,980,457,368,51,63.32015065913371,61,47,43,409,468.9500532219766,457,393,368,305237,29,36,42.37048861743476,116,48,33,2549187,289,324,353.8571626873959,703,380,314
"660e18fa6cebf97155c9170e",0,1,1,15,"green blob, line","polygon","",-,-,-,1327743,29,43,47.976260162601626,249,51,37,10693919,289,360,386.4108039747064,1419,416,320,43,57.48388807850418,51,40,37,360,442.2656146399682,416,343,320,277829,29,35,36.94534574468085,116,39,33,2393454,288,302,318.2784574468085,790,328,298
"660e19146cebf97155c91711",0,1,1,14,"green blob, line","polygon","",-,-,-,1621347,28,58,83.63062877185743,525,86,45,11073230,305,433,571.1677928508794,3253,565,376,58,118.14354021229798,86,52,45,433,742.4623697045041,565,408,376,494354,26,32,35.37163709215798,164,37,31,4634927,298,317,331.63473096737266,846,338,312
"660e19246cebf97155c91714",0,1,1,14,"green blob, line","polygon","",-,-,-,53296,27,33,34.78851174934726,57,38,30,575139,324,352,375.4171018276762,535,405,333,33,38.703067484662576,38,31,30,352,411.8969325153374,405,338,333,61008,27,31,31.286153846153844,72,32,30,658213,322,334,337.5451282051282,506,339,331
"660e192f6cebf97155c91717",0,1,1,14,"green blob, line","polygon","",-,-,-,765404,28,37,41.61387484369053,161,44,34,6304154,308,331,342.7474582721688,718,351,320,37,47.330417607223474,44,36,34,331,359.576561324304,351,325,320,233708,28,33,33.87072463768116,64,34,32,2212097,305,316,320.59376811594205,502,320,313
"660e19386cebf97155c9171a",0,1,1,14,"green blob, line","polygon","",-,-,-,979426,30,49,49.73220270133035,114,56,40,7514493,301,376,381.5625571239972,641,411,343,49,57.91219421449168,56,46,40,376,417.22658357362104,411,364,343,273502,29,35,38.87180216031836,202,41,33,2354921,297,316,334.69599204093237,1455,345,306
"660e193f6cebf97155c9171d",0,1,1,14,"green blob, line","polygon","",-,-,-,1038823,30,50,51.91259807106092,202,60,40,8149105,298,397,407.23127279996004,1455,446,349,50,61.936714623930065,60,46,40,397,457.5184847932981,446,379,349,256097,29,35,38.638654194327096,74,42,33,2249635,294,322,339.4138503319252,540,355,312
"660e19516cebf97155c91720",0,1,1,14,"green blob, line","polygon","",-,-,-,1251089,28,38,44.41998934848216,603,47,34,10636342,301,345,377.64395526362506,2639,400,316,38,53.43630905768729,47,36,34,345,427.7002088227617,400,327,316,327471,28,33,33.822660607312535,101,34,32,3074324,302,313,317.52984920470976,764,316,311
"660e19606cebf97155c91723",0,1,1,13,"green blob, line","polygon","",-,-,-,52683,26,32,35.21590909090909,82,37,30,610259,351,374.5,407.92713903743316,679,422.25,363,32,39.17619047619048,37,31,30,374.5,443.3833333333333,422.25,367,363,68841,26,31,33.4829766536965,112,33,30,783025,350,363,380.8487354085603,692,377,359
"660e196b6cebf97155c91726",0,1,1,12,"green blob, line","polygon","",-,-,-,1217220,26,44,76.18099887345099,844,62,33,9138186,355,427,571.923019151333,4777,508,377,44,114.32599643069601,62,39,33,427,742.7858417608567,508,405,377,224178,25,31,32.81293911007026,166,33,29,2560608,346,367,374.7962529274005,980,373,362
"660e19706cebf97155c91729",0,1,1,12,"green blob, line","polygon","",-,-,-,50673,26,31,32.629104958145525,61,33,29,647627,385,395,417.0167417900837,657,411,392,31,35.21403091557669,33,30,29,395,438.37336504161715,411,394,392,61284,26,30,31.49229188078109,92,32,29,773960,382,393,397.71839671120244,572,398,390
"660e197e6cebf97155c9172c",0,1,1,12,"green blob, line","polygon","",-,-,-,428336,28,37,40.35575654795553,141,44,33,4203389,362,386,396.0230827209346,615,406,373,37,46.14825631334822,44,35,33,386,414.43325889022503,406,379,373,183529,28,33,34.491448975756434,77,35,32,2019074,359,372,379.45386205600454,647,381,369
"660e19856cebf97155c9172f",0,1,1,12,"green blob, line","polygon","",-,-,-,485692,28,42,44.157832530230024,140,50,36,4490590,346,400,408.27257023365763,953,432,371,42,51.5339328130302,50,39,36,400,440.7343060739735,432,388,371,167655,27,33,34.6681141439206,64,35,32,1778518,346,358,367.76633581472294,507,370,355
"660e198e6cebf97155c91732",0,1,1,12,"green blob, line","polygon","",-,-,-,636080,28,43,44.46868008948546,86,51,36,5991640,348,411,418.87863534675614,607,448,381,43,52.05117213663764,51,40,36,411,454.4905559276624,448,399,381,181068,29,33,34.00976709241172,61,35,32,1967818,346,365,369.61269722013526,495,374,358
"660e19966cebf97155c91735",0,1,1,12,"green blob, line","polygon","",-,-,-,368244,28,40,43.93795489798354,122,48,35,3635350,353,412,433.76088772222886,990,462,376,40,51.75032822757112,48,37,35,412,479.81115973741794,462,397,376,176739,28,33,33.69666348903718,62,34,32,1945369,350,366,370.89971401334606,533,373,362
"660e19a46cebf97155c91738",0,1,1,11,"green blob, line","polygon","",-,-,-,32066,27,33,34.516684607104416,60,35,31,324522,311,326,349.32400430570505,525,357,319,33,37.396414342629484,35,32,31,326,374.78685258964146,357,322,319,50523,27,32,32.743357096565134,69,33,30,501844,309,320,325.2391445236552,509,325,317
"660e19af6cebf97155c9173b",0,1,1,11,"green blob, line","polygon","",-,-,-,949812,28,43,78.11596348383914,834,60,34,5920239,288,346,486.9018011349618,3990,416,308,43,118.20477923722108,60,39,34,346,649.4715936065833,416,328,308,223036,27,31,32.34749818709209,112,33,30,2075790,283,297,301.0572878897752,655,300,294
"660e19b46cebf97155c9173e",0,1,1,11,"green blob, line","polygon","",-,-,-,235174,30,41,44.88053435114504,198,49,36,1727156,294,322,329.60992366412216,616,340,305,41,52.41708542713568,49,39,36,322,350.0340990667624,340,314,305,143085,30,36,39.88988012266518,147,41,34,1144058,291,304,318.94563702258154,539,323,300
"660e19ba6cebf97155c91741",0,1,1,11,"green blob, line","polygon","",-,-,-,249018,31,46,46.251485884101044,125,51,40,1876455,286,345,348.52433135215455,675,370,320,46,52.32462949894143,51,44,40,345,376.8285109386027,370,336,320,129124,29,35,35.347385710375036,64,36,33,1088172,283,293,297.88447851081304,452,301,290
"660e19c36cebf97155c91744",0,1,1,11,"green blob, line","polygon","",-,-,-,322380,30,48,49.78841698841699,210,55,42,2380798,290,359,367.69081081081083,1275,390,330,48,58.198821796759944,55,46,42,359,406.1475699558174,390,348,330,178806,30,34,35.128880157170926,60,36,33,1538903,284,296,302.3385068762279,402,303,293
"660e19e56cebf97155c91747",0,1,1,11,"green blob, line","polygon","",-,-,-,311662,29,38,43.19041019955654,311,44,34,2599715,290,329,360.2709257206208,1677,365,305,38,51.43331576172905,44,36,34,329,407.8708487084871,365,320,305,151084,29,33,34.40765201548622,80,35,32,1352439,289,299,308.00250512411753,545,310,296
"660e19f26cebf97155c9174a",0,1,1,10,"green blob, line","polygon","",-,-,-,498122,28,41,62.830726538849646,1494,52,33,3469517,302,349,437.62827951564077,6485,392,320,41,90.0786270691334,52,37,33,349,545.3425024342746,392,333,320,191483,27,31,34.150704476547176,282,33,30,1801824,297,312,321.3525949705725,1213,315,309
"660e19f76cebf97155c9174d",0,1,1,10,"green blob, line","polygon","",-,-,-,53841,28,33,35.53861386138614,70,37,31,562539,332,349,371.3128712871287,542,382,342,33,39.738125802310655,37,32,31,349,399.25673940949935,382,345,342,66859,26,32,35.830117899249736,103,35,31,672650,329,344,360.4769560557342,573,363,338
"660e19fc6cebf97155c91750",0,1,1,10,"green blob, line","polygon","",-,-,-,217386,32,41,45.30762817840767,113,50,37,1672926,311,341,348.671529804085,523,360,324,41,52.15859519408503,50,39,37,341,367.5652495378928,360,335,324,136433,32,36,38.74836694120988,81,39,34,1180182,310,320,335.18375461516615,596,337,317
"660e1a166cebf97155c91753",0,1,1,10,"green blob, line","polygon","",-,-,-,274756,30,41,41.63600545537203,75,46,36,2266228,302,340,343.41991210789513,458,362,317,41,47.20926090828139,46,39,36,340,366.21252597209855,362,331,317,150040,30,35,37.07437608104769,74,39,33,1316857,300,315,325.39090684457625,450,332,309
"660e1a1c6cebf97155c91756",0,1,1,10,"green blob, line","polygon","",-,-,-,129006,31,47,48.136567164179105,166,53,40,1000368,300,367,373.2716417910448,866,396,335,47,55.40376569037657,53,44,40,367,407.42747559274756,396,355,335,99610,30,34,35.895495495495496,129,36,33,873983,299,308,314.9488288288288,738,315.5,305
"660e1a246cebf97155c91759",0,1,1,10,"green blob, line","polygon","",-,-,-,243958,28,39,41.15350877192982,128,44,35,2154176,305,352,363.39001349527666,950,381,332,39,46.59368017874242,44,37,35,352,392.92275774018515,381,344,332,129679,28,33,34.14402317008952,56,35,32,1227399,304,316,323.1698262243286,454,326,313
"660e1a306cebf97155c9175c",0,1,1,9,"green blob, line","polygon","",-,-,-,26070,28,34,36.10803324099723,56,39,32,298479,365,390,413.4058171745152,569,437.75,377,34,39.69170984455958,39,33,32,390,444.76683937823833,437.75,384,377,49829,28,32,34.27028885832187,69,34,31,559823,363,375,385.02269601100414,540,389,370
"660e1a3c6cebf97155c9175f",0,1,1,9,"green blob, line","polygon","",-,-,-,213290,28,41,43.30761421319797,83,51,33,1877660,325,371,381.2507614213198,542,413,335,41,52.14736437091189,51,37,33,371,418.0615621392843,413,355,335,146709,27,31,32.91653578640341,88,33,30,1513822,319,333,339.6504375140229,521,341,329
"660e1a566cebf97155c91762",0,1,1,9,"green blob, line","polygon","",-,-,-,190367,31,43,47.59175,102,54,37,1526337,336,369,381.58425,630,399,348,43,56.215328467153284,54,40,37,369,408.0734489051095,399,360,348,139644,31,36,39.51443123938879,95,41,35,1269327,334,347,359.17572156196945,529,364,343
"660e1bf06cebf97155c91765",0,1,1,9,"green blob, line","polygon","",-,-,-,93130,30,49,47.39440203562341,91,55,38,763052,322,397,388.32162849872776,469,421,346,49,54.75621414913958,55,46,38,397,421.41013384321224,421,380.6,346,94146,30,34,35.688400303260046,79,36,33,883587,321,329,334.94579226686886,502,332,327
"660e1bfd6cebf97155c91768",0,1,1,9,"green blob, line","polygon","",-,-,-,179334,30,43,44.66600249066003,169,50,36,1492645,324,364,371.7671232876712,778,392,339,43,52.16779170684667,50,40,36,364,400.1480231436837,392,355,339,116865,29,34,35.89219901719902,155,36,33,1100066,319,331,337.8581081081081,743,336,328
"660e1c026cebf97155c9176b",0,1,1,9,"green blob, line","polygon","",-,-,-,227859,28,37,39.17122227952553,117,43,33,2173991,329,364,373.7306171566099,718,396,340,37,44.25438876476221,43,35,33,364,400.14331311841687,396,353,340,118112,28,33,34.44502770487023,131,34,32,1179315,326,337,343.9238845144357,662,340,335
"660e1c8c6cebf97155c9176e",0,1,1,8,"green blob, line","polygon","",-,-,-,170791,29,37,40.38567037124616,151,43,33,1698729,356,388,401.68574131000236,1085,418,369,37,46.373304157549235,43,35,33,388,428.5492341356674,418,378,369,96582,29,32,33.32712215320911,88,33,32,1068340,354,365,368.6473429951691,480,368,363
"660e1ca06cebf97155c91771",0,1,1,8,"green blob, line","polygon","",-,-,-,13339,29,36,37.46910112359551,52,41,32,161287,404,436.5,453.05337078651684,583,481.25,416,36,41.577319587628864,41,34,32,436.5,483.87113402061857,481.25,425,416,35677,28,32,32.22854561878952,48,33,31,456888,396,410,412.72628726287263,551,413,407
"660ed15b6cebf97155cb0e12",0,1,1,8,"green blob, line","polygon","",-,-,-,144632,33,49,52.978754578754575,116,61,42,1150548,368,416,421.44615384615383,632,440,396,49,61.920984455958546,61,46,42,416,442.80440414507774,440,407,396,177766,31,37,38.56932089390323,70,40,35,1785235,364,379,387.33673247993056,586,392,375
"6613295c6cebf97155d47fc0",0,1,1,22,"green blob, line","polygon","",-,-,-,12612966,23,38,55.79699271403356,1262,53,32,120487543,302,433,533.0104401219194,8599,549,374,38,74.55398832302627,53,35,32,433,661.0497253632356,549,407,374,718953,24,31,33.72357990524884,242,36,28,8119785,298,358,380.8708194568226,1590,405,322
"661329606cebf97155d47fc3",0,1,1,22,"green blob, line","polygon","",-,-,-,6386942,21,50,57.59190261496844,539,70,36,51219273,260,422,461.8509738503156,2576,542,332,50,76.59910186090444,70,44,36,422,573.2886638938141,542,386,332,440121,21,27,31.40356760613628,97,34,25,4254446,260,283,303.5637531216554,601,320,270
"661329686cebf97155d47fc6",0,1,1,22,"green blob, line","polygon","",-,-,-,10075325,25,51,59.204279023851356,772,68,40,76625641,296,425,450.26496218687384,3276,496,373,51,75.08648838247487,68,47,40,425,516.7893327097638,496,404,373,767552,26,35,40.58974087784241,290,45,32,7080820,295,353,374.44843997884715,813,400,331
"6613296c6cebf97155d47fc9",0,1,1,22,"green blob, line","polygon","",-,-,-,25989471,22,63,81.35641974381127,4643,101,38,150834948,267,422,472.16779985725555,14366,550,323,63,116.84542559501529,101,53,38,422,593.3471618360966,550,383,323,920098,22,30,37.624125945614395,311,41,28,7918895,266,293,323.81496626456754,773,342,282
"661329926cebf97155d47fcf",0,1,1,27,"green blob, line","polygon","",-,-,-,41728800,24,68,92.06920060984085,1552,114,44,203641391,235,390,449.30839325468355,4102,522,306,68,132.0962880864098,114,57,44,390,570.8612647106239,522,354,306,1240819,25,34,44.465830496326824,286,50,30,8601155,233,268,308.2298871170041,1552,337,251
"661329976cebf97155d47fd2",0,1,1,27,"green blob, line","polygon","",-,-,-,18541139,24,74,92.96786437754467,2743,114,50,110420421,233,474,553.6634358892076,11693,654,361,74,130.3102886901183,114,64,50,474,724.1879491994191,654,424,361,908776,23,37,46.64935064935065,754,50,29,6652668,229,292,341.4952004517222,3676,363,253
"6613299b6cebf97155d47fd5",0,1,1,27,"green blob, line","polygon","",-,-,-,19483474,27,55,64.36796183541523,700,74,43,120328582,260,375,397.5320609602595,2096,440,326,55,82.244482961957,74,50,43,375,457.72991679026023,440,355,326,1126328,27,41,47.416350930369624,284,53,34,8231053,258,322,346.5122926664983,1102,378,294
"661329a06cebf97155d47fd8",0,1,1,27,"green blob, line","polygon","",-,-,-,30167019,25,49,76.48024044092668,1930,79,37,216741573,268,415,549.489083312629,15682,578,342,49,109.5570282395428,79,43,37,415,726.0234600420707,578,380,342,1232634,25,36,44.26292731973571,703,42,32,10663899,267,335,382.932311117495,6414,379,298
"661329ab6cebf97155d47fdb",0,1,1,26,"green blob, line","polygon","",-,-,-,27361871,24,48,75.14747232284837,1979,78,36,207725870,282,438,570.5046291083165,12286,600,363,48,106.93221277891175,78,42,36,438,743.9013210098964,600,402,363,1003730,24,34,38.17479937625984,305,40,30,9572133,279,345,364.0563267789906,1673,383,304
"661329b06cebf97155d47fde",0,1,1,26,"green blob, line","polygon","",-,-,-,16944376,22,68,84.5148186941992,2397,105,45,107911430,244,467,538.2384657588907,11105,643,354,68,119.1699007073788,105,58,45,467,702.030668533232,643,418,354,764116,22,32,39.2881896241452,226,46,27,6203924,242,284,318.98421512674173,1810,350,256
"661329b66cebf97155d47fe1",0,1,1,26,"green blob, line","polygon","",-,-,-,37683590,23,70,93.85677744264648,1634,116,45,187953722,245,409,468.12765597096893,4296,543,326,70,134.9295918367347,116,59,45,409,590.546783197584,543,373,326,1230670,23,37,46.8898117808428,325,54,31,8633274,242,296,328.93675226701214,2006,360,269
"661329bc6cebf97155d47fe4",0,1,1,26,"green blob, line","polygon","",-,-,-,16183824,27,55,64.77338274905645,542,75,43,104272918,274,395,417.3370661949226,1892,461,346,55,83.59107597343709,75,50,43,395,479.92642541614254,461,375,346,950098,26,39,44.979311650807176,469,50,34,7472849,273,335,353.77782511953797,2485,379,311
"661329e46cebf97155d47fe7",0,1,1,25,"green blob, line","polygon","",-,-,-,23710852,23,48,72.87417593056456,1640,76,36,192371928,303,468,591.2459714722145,8903,622,391,48,103.45452655240236,76,42,36,468,760.4294970497331,622,433,391,925623,23,34,37.760494431526126,220,40,29,9739416,300,376,397.3163627462979,1673,417,335
"66132ad36cebf97155d495ab",0,1,1,25,"green blob, line","polygon","",-,-,-,15505052,26,54,62.2842934040331,561,73,41,109638762,292,420,440.42243914196195,2031,488,368,54,80.8162621160002,73,49,41,420,505.51583754299827,488,399,368,923996,27,38,42.41821604003122,175,48,32,8180115,292,357,375.5274755543314,938,401,332
"66132ad86cebf97155d496fe",0,1,1,25,"green blob, line","polygon","",-,-,-,14056275,22,66,77.6611232354485,1760,94,44,96388991,259,479,532.5505732202547,8177,625,369,66,107.57178570690688,94,57,44,479,679.909774591434,625,435,369,653074,22,29,35.72224045509244,246,39,27,5880453,258,289,321.65260912372827,1683,337,273
"66132add6cebf97155d49833",0,1,1,25,"green blob, line","polygon","",-,-,-,37864559,24,65,86.75955420215338,1228,108,41,204869638,269,415,469.4204536341369,3158,543,329,65,126.6882084998496,108,54,41,415,591.1071720166731,543,379,329,1154454,24,33,40.32041072925398,176,47,29,9544465,268,303,333.34957390332494,1432,360,284
"66132ae86cebf97155d499e4",0,1,1,24,"green blob, line","polygon","",-,-,-,22436987,25,45,71.83536798158411,1884,70,36,168791540,267,410,540.4113479264518,8301,559,343,45,100.21052661643655,70,41,36,410,698.5007111806742,559,379,343,897388,25,34,37.779985686018605,191,39,30,8202732,264,328,345.33456826506125,1151,360,291
"66132aec6cebf97155d49b99",0,1,1,24,"green blob, line","polygon","",-,-,-,11425925,21,63,75.02002560651324,2697,89,44,75500991,230,439,495.72234004136436,15227,572,342,63,101.87033493398803,89,55,44,439,631.4622281594878,572,400,342,577536,21,31,34.53336522363071,113,38,27,4734043,228,265,283.0688232480268,735,304,244
"66132af76cebf97155d49d34",0,1,1,24,"green blob, line","polygon","",-,-,-,15555648,28,54,64.02634210992069,1428,73,43,105228991,282,404,433.1177574632548,4276,478,355,54,81.71009844536505,73,49,43,404,498.9677565444637,478,384,355,1034074,27,40,47.046132848043676,327,52,34,8236673,279,343,374.73489535941764,1245,404,318
"66132afd6cebf97155d49e59",0,1,1,24,"green blob, line","polygon","",-,-,-,34712625,23,69,91.21075685277054,1179,113,45,171335591,237,395,450.2007246909947,3148,527,310,69,129.54841894405493,113,58,45,395,567.0059808270139,527,359,310,1065825,23,34,41.1610797868232,508,45,30,7720071,236,268,298.1413068664555,2986,314,255
"66132b076cebf97155d49ee5",0,1,1,23,"green blob, line","polygon","",-,-,-,16307241,23,40,62.24874317190202,1276,59,34,140018503,277,416,534.4850077680946,7604,545,353,40,84.83505657564875,59,37,34,416,678.7301239921404,545,386,353,782149,23,32,35.99397146801657,852,36,29,7876591,275,337,362.4754256787851,5409,374,302
"66132b0b6cebf97155d49ee8",0,1,1,23,"green blob, line","polygon","",-,-,-,8626964,21,51,62.73243164630599,1095,74,35,64011883,243,407,465.4732620709715,4792,548,309,51,86.47376719990297,74,44,35,407,599.0545006131993,548,365,309,500836,21,27,31.90241416650742,225,32,25,4422759,240,255,281.72233900248426,1226,285,251
"66132b136cebf97155d49eeb",0,1,1,23,"green blob, line","polygon","",-,-,-,11938651,27,53,61.6267957155762,1261,71,42,82695643,275,400,426.8713021034972,4435,468,350,53,78.72295268661352,71,48,42,400,493.8505962409058,468,379,350,894244,26,38,44.5606936416185,368,49,32,7193432,271,335,358.4528602750648,1090,385,308
"66132b196cebf97155d49eee",0,1,1,23,"green blob, line","polygon","",-,-,-,29017692,24,65,84.09145890869468,1563,104,43,157376375,246,406,456.06690468393646,5165,530,324,65,118.81609458388094,104,55,43,406,569.1619674468843,530,371,324,993969,23,33,39.66831623897514,235,44,29,7758347,246,282,309.6279283234226,1195,328,265
"66132b276cebf97155d49ef5",0,1,1,21,"green blob, line","polygon","",-,-,-,23933434,26,62,79.70956310905954,1667,97,39,138425890,270,408,461.02315342139093,5562,534,317,62,114.8617941712204,97,52,39,408,584.991600890508,534,370,317,916365,26,32,39.709017636607875,212,42,31,7377603,268,293,319.6950643497855,989,326,282
"66132b2b6cebf97155d49ef8",0,1,1,21,"green blob, line","polygon","",-,-,-,10159693,26,39,51.871955111022615,762,50,34,97641839,297,421,498.5261945971888,5507,519,371,39,66.3941636297883,50,37,34,421,605.818946411847,519,398,371,699776,26,35,37.255816429750304,139,38,32,7284529,296,368,387.82564020656974,1208,402,336
"66132b3a6cebf97155d4a177",0,1,1,21,"green blob, line","polygon","",-,-,-,5393014,24,50,55.19464941817028,307,66,38,42108842,259,402,430.9617537790787,1728,494,329,50,70.92817721760719,66,46,38,402,524.0148381552564,494,374,329,436611,24,29,33.9326183259501,134,36,27,3866864,258,271,300.5256858630605,818,312,266
"66132b3f6cebf97155d4a246",0,1,1,21,"green blob, line","polygon","",-,-,-,10346166,29,51,58.81410697333341,1073,66,41,77960390,305,411,443.1758312347581,4700,481,365,51,74.78337396234926,66,47,41,411,514.1732836478055,481,392,365,756041,29,37,41.81180179183718,185,45,35,6688115,302,351,369.8769494524942,1020,385,336
"66132b4b6cebf97155d4a451",0,1,1,20,"green blob, line","polygon","",-,-,-,7857246,26,38,48.535373439497924,699,47,34,79987420,308,424,494.0941520937444,4425,509,382,38,60.804823772702754,47,36,34,424,589.3067793562309,509,405,382,623531,26,35,37.424584358681955,163,39,32,6776703,306,379,406.7404717603985,1402,429,350
"66132b4f6cebf97155d4a532",0,1,1,20,"green blob, line","polygon","",-,-,-,4277033,21,45,49.98227203141251,299,58,34,35136200,262,377,410.6087342674504,1887,460,317,45,63.97395719350462,58,41,34,377,494.00131308268044,460,353,317,390811,21,28,31.680528534370946,115,35,26,3715241,262,277,301.17063878080415,827,318,271
"66132b546cebf97155d4a5ab",0,1,1,20,"green blob, line","polygon","",-,-,-,19168275,25,58,72.41673404006136,979,88,39,119130745,271,405,450.0696842391592,3123,515,326,58,101.34055666285003,88,49,39,405,555.9377747621672,515,372,326,942450,25,32,42.973416624868904,381,45,30,7558136,271,301,344.6325292964297,1518,361,287
"66132b5c6cebf97155d4a6f6",0,1,1,20,"green blob, line","polygon","",-,-,-,8377357,29,48,56.12668667676105,917,62,40,66508719,311,413,445.59567326374463,4117,480,371,48,69.83115894893163,62,45,40,413,509.78244701088624,480,395,371,734674,27,38,40.61889755072704,218,44,34,6751050,308,357,373.254271023387,868,390,341
"66132b6b6cebf97155d4a94f",0,1,1,19,"green blob, line","polygon","",-,-,-,6888741,25,36,42.17011312715786,2069,42,33,76200773,318,418,466.4706102010333,11551,482,384,36,50.2338390907564,42,34,33,418,538.2605677173731,482,402,384,577384,25,33,34.26814647753576,90,36,31,6553952,319,379,388.9816606326785,739,408,350
"66132b706cebf97155d4a9c6",0,1,1,19,"green blob, line","polygon","",-,-,-,3209283,21,43,48.11085959284022,263,55,34,27253253,273,379,408.55774592990133,1616,450,326,43,60.73805628725911,55,40,34,379,481.96714265908776,450,358,326,360364,22,29,33.37630823376864,113,38,26,3434936,271,296,318.13800129665645,713,337,282
